Subregion,Region,Lat,Long,Day,Count,What
Zhejiang,China,29.1832,120.0934,2020-01-31,538,Confirmed Cases
Hunan,China,27.6104,111.7088,2020-01-31,332,Confirmed Cases
Anhui,China,31.8257,117.2264,2020-01-31,237,Confirmed Cases
Jiangxi,China,27.614,115.7221,2020-01-31,240,Confirmed Cases
Shandong,China,36.3427,118.1498,2020-01-31,184,Confirmed Cases
Jiangsu,China,32.9711,119.455,2020-01-31,168,Confirmed Cases
Chongqing,China,30.0572,107.874,2020-01-31,211,Confirmed Cases
Sichuan,China,30.6171,102.7103,2020-01-31,177,Confirmed Cases
Heilongjiang,China,47.862,127.7615,2020-01-31,59,Confirmed Cases
Beijing,China,40.1824,116.4142,2020-01-31,139,Confirmed Cases
Shanghai,China,31.202,121.4491,2020-01-31,135,Confirmed Cases
Hebei,China,39.549,116.1306,2020-01-31,82,Confirmed Cases
Fujian,China,26.0789,117.9874,2020-01-31,120,Confirmed Cases
Guangxi,China,23.8298,108.7881,2020-01-31,87,Confirmed Cases
Shaanxi,China,35.1917,108.8701,2020-01-31,87,Confirmed Cases
Yunnan,China,24.974,101.487,2020-01-31,83,Confirmed Cases
Hainan,China,19.1959,109.7453,2020-01-31,52,Confirmed Cases
Guizhou,China,26.8154,106.8748,2020-01-31,29,Confirmed Cases
Tianjin,China,39.3054,117.323,2020-01-31,32,Confirmed Cases
Shanxi,China,37.5777,112.2922,2020-01-31,39,Confirmed Cases
Gansu,China,37.8099,101.0583,2020-01-31,29,Confirmed Cases
Hong Kong,China,22.3,114.2,2020-01-31,12,Confirmed Cases
Liaoning,China,41.2956,122.6085,2020-01-31,48,Confirmed Cases
Jilin,China,43.6661,126.1923,2020-01-31,14,Confirmed Cases
Xinjiang,China,41.1129,85.2401,2020-01-31,17,Confirmed Cases
Inner Mongolia,China,44.0935,113.9448,2020-01-31,20,Confirmed Cases
Ningxia,China,37.2692,106.1655,2020-01-31,21,Confirmed Cases
All,Taiwan*,23.7,121,2020-01-31,10,Confirmed Cases
All,Vietnam,16,108,2020-01-31,2,Confirmed Cases
All,Russia,60,90,2020-01-31,2,Confirmed Cases
Qinghai,China,35.7452,95.9956,2020-01-31,8,Confirmed Cases
Macau,China,22.1667,113.55,2020-01-31,7,Confirmed Cases
Tibet,China,31.6927,88.0924,2020-01-31,1,Confirmed Cases
United Kingdom,United Kingdom,55.3781,-3.436,2020-01-31,2,Confirmed Cases
All,Thailand,15,101,2020-02-01,19,Confirmed Cases
All,Japan,36,138,2020-02-01,20,Confirmed Cases
All,Singapore,1.2833,103.8333,2020-02-01,16,Confirmed Cases
All,Nepal,28.1667,84.25,2020-02-01,1,Confirmed Cases
All,Malaysia,2.5,112.5,2020-02-01,8,Confirmed Cases
British Columbia,Canada,49.2827,-123.1207,2020-02-01,1,Confirmed Cases
New South Wales,Australia,-33.8688,151.2093,2020-02-01,4,Confirmed Cases
Victoria,Australia,-37.8136,144.9631,2020-02-01,4,Confirmed Cases
Queensland,Australia,-28.0167,153.4,2020-02-01,3,Confirmed Cases
All,Cambodia,11.55,104.9167,2020-02-01,1,Confirmed Cases
All,Sri Lanka,7,81,2020-02-01,1,Confirmed Cases
All,Germany,51,9,2020-02-01,8,Confirmed Cases
All,Finland,64,26,2020-02-01,1,Confirmed Cases
All,United Arab Emirates,24,54,2020-02-01,4,Confirmed Cases
All,Philippines,13,122,2020-02-01,1,Confirmed Cases
All,India,21,78,2020-02-01,1,Confirmed Cases
All,Italy,43,12,2020-02-01,2,Confirmed Cases
All,Sweden,63,16,2020-02-01,1,Confirmed Cases
All,Spain,40,-4,2020-02-01,1,Confirmed Cases
South Australia,Australia,-34.9285,138.6007,2020-02-01,1,Confirmed Cases
Ontario,Canada,51.2538,-85.3232,2020-02-01,3,Confirmed Cases
Hubei,China,30.9756,112.2707,2020-02-01,7153,Confirmed Cases
All,"Korea, South",36,128,2020-02-01,12,Confirmed Cases
Guangdong,China,23.3417,113.4244,2020-02-01,535,Confirmed Cases
Henan,China,33.882,113.614,2020-02-01,422,Confirmed Cases
Zhejiang,China,29.1832,120.0934,2020-02-01,599,Confirmed Cases
Hunan,China,27.6104,111.7088,2020-02-01,389,Confirmed Cases
Anhui,China,31.8257,117.2264,2020-02-01,297,Confirmed Cases
Jiangxi,China,27.614,115.7221,2020-02-01,286,Confirmed Cases
Shandong,China,36.3427,118.1498,2020-02-01,206,Confirmed Cases
Jiangsu,China,32.9711,119.455,2020-02-01,202,Confirmed Cases
Chongqing,China,30.0572,107.874,2020-02-01,247,Confirmed Cases
Sichuan,China,30.6171,102.7103,2020-02-01,207,Confirmed Cases
Heilongjiang,China,47.862,127.7615,2020-02-01,80,Confirmed Cases
Beijing,China,40.1824,116.4142,2020-02-01,168,Confirmed Cases
Shanghai,China,31.202,121.4491,2020-02-01,169,Confirmed Cases
Hebei,China,39.549,116.1306,2020-02-01,96,Confirmed Cases
Fujian,China,26.0789,117.9874,2020-02-01,144,Confirmed Cases
Guangxi,China,23.8298,108.7881,2020-02-01,100,Confirmed Cases
Shaanxi,China,35.1917,108.8701,2020-02-01,101,Confirmed Cases
Yunnan,China,24.974,101.487,2020-02-01,93,Confirmed Cases
Hainan,China,19.1959,109.7453,2020-02-01,62,Confirmed Cases
Guizhou,China,26.8154,106.8748,2020-02-01,29,Confirmed Cases
Tianjin,China,39.3054,117.323,2020-02-01,41,Confirmed Cases
Shanxi,China,37.5777,112.2922,2020-02-01,47,Confirmed Cases
Gansu,China,37.8099,101.0583,2020-02-01,40,Confirmed Cases
Hong Kong,China,22.3,114.2,2020-02-01,13,Confirmed Cases
Liaoning,China,41.2956,122.6085,2020-02-01,64,Confirmed Cases
Jilin,China,43.6661,126.1923,2020-02-01,17,Confirmed Cases
Xinjiang,China,41.1129,85.2401,2020-02-01,18,Confirmed Cases
Inner Mongolia,China,44.0935,113.9448,2020-02-01,23,Confirmed Cases
Ningxia,China,37.2692,106.1655,2020-02-01,26,Confirmed Cases
All,Taiwan*,23.7,121,2020-02-01,10,Confirmed Cases
All,Vietnam,16,108,2020-02-01,6,Confirmed Cases
All,Russia,60,90,2020-02-01,2,Confirmed Cases
Qinghai,China,35.7452,95.9956,2020-02-01,9,Confirmed Cases
Macau,China,22.1667,113.55,2020-02-01,7,Confirmed Cases
Tibet,China,31.6927,88.0924,2020-02-01,1,Confirmed Cases
United Kingdom,United Kingdom,55.3781,-3.436,2020-02-01,2,Confirmed Cases
All,Thailand,15,101,2020-02-02,19,Confirmed Cases
All,Japan,36,138,2020-02-02,20,Confirmed Cases
All,Singapore,1.2833,103.8333,2020-02-02,18,Confirmed Cases
All,Nepal,28.1667,84.25,2020-02-02,1,Confirmed Cases
All,Malaysia,2.5,112.5,2020-02-02,8,Confirmed Cases
British Columbia,Canada,49.2827,-123.1207,2020-02-02,1,Confirmed Cases
New South Wales,Australia,-33.8688,151.2093,2020-02-02,4,Confirmed Cases
Victoria,Australia,-37.8136,144.9631,2020-02-02,4,Confirmed Cases
Queensland,Australia,-28.0167,153.4,2020-02-02,2,Confirmed Cases
All,Cambodia,11.55,104.9167,2020-02-02,1,Confirmed Cases
All,Sri Lanka,7,81,2020-02-02,1,Confirmed Cases
All,Germany,51,9,2020-02-02,10,Confirmed Cases
All,Finland,64,26,2020-02-02,1,Confirmed Cases
All,United Arab Emirates,24,54,2020-02-02,5,Confirmed Cases
All,Philippines,13,122,2020-02-02,2,Confirmed Cases
All,India,21,78,2020-02-02,2,Confirmed Cases
All,Italy,43,12,2020-02-02,2,Confirmed Cases
All,Sweden,63,16,2020-02-02,1,Confirmed Cases
All,Spain,40,-4,2020-02-02,1,Confirmed Cases
South Australia,Australia,-34.9285,138.6007,2020-02-02,2,Confirmed Cases
Ontario,Canada,51.2538,-85.3232,2020-02-02,3,Confirmed Cases
Hubei,China,30.9756,112.2707,2020-02-02,11177,Confirmed Cases
All,"Korea, South",36,128,2020-02-02,15,Confirmed Cases
Guangdong,China,23.3417,113.4244,2020-02-02,632,Confirmed Cases
Henan,China,33.882,113.614,2020-02-02,493,Confirmed Cases
Zhejiang,China,29.1832,120.0934,2020-02-02,661,Confirmed Cases
Hunan,China,27.6104,111.7088,2020-02-02,463,Confirmed Cases
Anhui,China,31.8257,117.2264,2020-02-02,340,Confirmed Cases
Jiangxi,China,27.614,115.7221,2020-02-02,333,Confirmed Cases
Shandong,China,36.3427,118.1498,2020-02-02,230,Confirmed Cases
Jiangsu,China,32.9711,119.455,2020-02-02,236,Confirmed Cases
Chongqing,China,30.0572,107.874,2020-02-02,300,Confirmed Cases
Sichuan,China,30.6171,102.7103,2020-02-02,231,Confirmed Cases
Heilongjiang,China,47.862,127.7615,2020-02-02,95,Confirmed Cases
Beijing,China,40.1824,116.4142,2020-02-02,191,Confirmed Cases
Shanghai,China,31.202,121.4491,2020-02-02,182,Confirmed Cases
Hebei,China,39.549,116.1306,2020-02-02,104,Confirmed Cases
Fujian,China,26.0789,117.9874,2020-02-02,159,Confirmed Cases
Guangxi,China,23.8298,108.7881,2020-02-02,111,Confirmed Cases
Shaanxi,China,35.1917,108.8701,2020-02-02,116,Confirmed Cases
Yunnan,China,24.974,101.487,2020-02-02,105,Confirmed Cases
Hainan,China,19.1959,109.7453,2020-02-02,64,Confirmed Cases
Guizhou,China,26.8154,106.8748,2020-02-02,38,Confirmed Cases
Tianjin,China,39.3054,117.323,2020-02-02,48,Confirmed Cases
Shanxi,China,37.5777,112.2922,2020-02-02,66,Confirmed Cases
Gansu,China,37.8099,101.0583,2020-02-02,51,Confirmed Cases
Hong Kong,China,22.3,114.2,2020-02-02,15,Confirmed Cases
Liaoning,China,41.2956,122.6085,2020-02-02,70,Confirmed Cases
Jilin,China,43.6661,126.1923,2020-02-02,23,Confirmed Cases
Xinjiang,China,41.1129,85.2401,2020-02-02,21,Confirmed Cases
Inner Mongolia,China,44.0935,113.9448,2020-02-02,27,Confirmed Cases
Ningxia,China,37.2692,106.1655,2020-02-02,28,Confirmed Cases
All,Taiwan*,23.7,121,2020-02-02,10,Confirmed Cases
All,Vietnam,16,108,2020-02-02,6,Confirmed Cases
All,Russia,60,90,2020-02-02,2,Confirmed Cases
Qinghai,China,35.7452,95.9956,2020-02-02,11,Confirmed Cases
Macau,China,22.1667,113.55,2020-02-02,8,Confirmed Cases
Tibet,China,31.6927,88.0924,2020-02-02,1,Confirmed Cases
United Kingdom,United Kingdom,55.3781,-3.436,2020-02-02,2,Confirmed Cases
All,Thailand,15,101,2020-02-03,19,Confirmed Cases
All,Japan,36,138,2020-02-03,20,Confirmed Cases
All,Singapore,1.2833,103.8333,2020-02-03,18,Confirmed Cases
All,Nepal,28.1667,84.25,2020-02-03,1,Confirmed Cases
All,Malaysia,2.5,112.5,2020-02-03,8,Confirmed Cases
British Columbia,Canada,49.2827,-123.1207,2020-02-03,1,Confirmed Cases
New South Wales,Australia,-33.8688,151.2093,2020-02-03,4,Confirmed Cases
Victoria,Australia,-37.8136,144.9631,2020-02-03,4,Confirmed Cases
Queensland,Australia,-28.0167,153.4,2020-02-03,2,Confirmed Cases
All,Cambodia,11.55,104.9167,2020-02-03,1,Confirmed Cases
All,Sri Lanka,7,81,2020-02-03,1,Confirmed Cases
All,Germany,51,9,2020-02-03,12,Confirmed Cases
All,Finland,64,26,2020-02-03,1,Confirmed Cases
All,United Arab Emirates,24,54,2020-02-03,5,Confirmed Cases
All,Philippines,13,122,2020-02-03,2,Confirmed Cases
All,India,21,78,2020-02-03,3,Confirmed Cases
All,Italy,43,12,2020-02-03,2,Confirmed Cases
All,Sweden,63,16,2020-02-03,1,Confirmed Cases
All,Spain,40,-4,2020-02-03,1,Confirmed Cases
South Australia,Australia,-34.9285,138.6007,2020-02-03,2,Confirmed Cases
Ontario,Canada,51.2538,-85.3232,2020-02-03,3,Confirmed Cases
Hubei,China,30.9756,112.2707,2020-02-03,13522,Confirmed Cases
All,"Korea, South",36,128,2020-02-03,15,Confirmed Cases
Guangdong,China,23.3417,113.4244,2020-02-03,725,Confirmed Cases
Henan,China,33.882,113.614,2020-02-03,566,Confirmed Cases
Zhejiang,China,29.1832,120.0934,2020-02-03,724,Confirmed Cases
Hunan,China,27.6104,111.7088,2020-02-03,521,Confirmed Cases
Anhui,China,31.8257,117.2264,2020-02-03,408,Confirmed Cases
Jiangxi,China,27.614,115.7221,2020-02-03,391,Confirmed Cases
Shandong,China,36.3427,118.1498,2020-02-03,259,Confirmed Cases
Jiangsu,China,32.9711,119.455,2020-02-03,271,Confirmed Cases
Chongqing,China,30.0572,107.874,2020-02-03,337,Confirmed Cases
Sichuan,China,30.6171,102.7103,2020-02-03,254,Confirmed Cases
Heilongjiang,China,47.862,127.7615,2020-02-03,121,Confirmed Cases
Beijing,China,40.1824,116.4142,2020-02-03,212,Confirmed Cases
Shanghai,China,31.202,121.4491,2020-02-03,203,Confirmed Cases
Hebei,China,39.549,116.1306,2020-02-03,113,Confirmed Cases
Fujian,China,26.0789,117.9874,2020-02-03,179,Confirmed Cases
Guangxi,China,23.8298,108.7881,2020-02-03,127,Confirmed Cases
Shaanxi,China,35.1917,108.8701,2020-02-03,128,Confirmed Cases
Yunnan,China,24.974,101.487,2020-02-03,117,Confirmed Cases
Hainan,China,19.1959,109.7453,2020-02-03,72,Confirmed Cases
Guizhou,China,26.8154,106.8748,2020-02-03,46,Confirmed Cases
Tianjin,China,39.3054,117.323,2020-02-03,60,Confirmed Cases
Shanxi,China,37.5777,112.2922,2020-02-03,74,Confirmed Cases
Gansu,China,37.8099,101.0583,2020-02-03,55,Confirmed Cases
Hong Kong,China,22.3,114.2,2020-02-03,15,Confirmed Cases
Liaoning,China,41.2956,122.6085,2020-02-03,74,Confirmed Cases
Jilin,China,43.6661,126.1923,2020-02-03,31,Confirmed Cases
Xinjiang,China,41.1129,85.2401,2020-02-03,24,Confirmed Cases
Inner Mongolia,China,44.0935,113.9448,2020-02-03,34,Confirmed Cases
Ningxia,China,37.2692,106.1655,2020-02-03,31,Confirmed Cases
All,Taiwan*,23.7,121,2020-02-03,10,Confirmed Cases
All,Vietnam,16,108,2020-02-03,8,Confirmed Cases
All,Russia,60,90,2020-02-03,2,Confirmed Cases
Qinghai,China,35.7452,95.9956,2020-02-03,13,Confirmed Cases
Macau,China,22.1667,113.55,2020-02-03,8,Confirmed Cases
Tibet,China,31.6927,88.0924,2020-02-03,1,Confirmed Cases
United Kingdom,United Kingdom,55.3781,-3.436,2020-02-03,2,Confirmed Cases
All,Thailand,15,101,2020-02-04,25,Confirmed Cases
All,Japan,36,138,2020-02-04,22,Confirmed Cases
All,Singapore,1.2833,103.8333,2020-02-04,24,Confirmed Cases
All,Nepal,28.1667,84.25,2020-02-04,1,Confirmed Cases
All,Malaysia,2.5,112.5,2020-02-04,10,Confirmed Cases
British Columbia,Canada,49.2827,-123.1207,2020-02-04,1,Confirmed Cases
New South Wales,Australia,-33.8688,151.2093,2020-02-04,4,Confirmed Cases
Victoria,Australia,-37.8136,144.9631,2020-02-04,4,Confirmed Cases
Queensland,Australia,-28.0167,153.4,2020-02-04,3,Confirmed Cases
All,Cambodia,11.55,104.9167,2020-02-04,1,Confirmed Cases
All,Sri Lanka,7,81,2020-02-04,1,Confirmed Cases
All,Germany,51,9,2020-02-04,12,Confirmed Cases
All,Finland,64,26,2020-02-04,1,Confirmed Cases
All,United Arab Emirates,24,54,2020-02-04,5,Confirmed Cases
All,Philippines,13,122,2020-02-04,2,Confirmed Cases
All,India,21,78,2020-02-04,3,Confirmed Cases
All,Italy,43,12,2020-02-04,2,Confirmed Cases
All,Sweden,63,16,2020-02-04,1,Confirmed Cases
All,Spain,40,-4,2020-02-04,1,Confirmed Cases
South Australia,Australia,-34.9285,138.6007,2020-02-04,2,Confirmed Cases
All,Belgium,50.8333,4,2020-02-04,1,Confirmed Cases
Ontario,Canada,51.2538,-85.3232,2020-02-04,3,Confirmed Cases
Hubei,China,30.9756,112.2707,2020-02-04,16678,Confirmed Cases
All,"Korea, South",36,128,2020-02-04,16,Confirmed Cases
Guangdong,China,23.3417,113.4244,2020-02-04,813,Confirmed Cases
Henan,China,33.882,113.614,2020-02-04,675,Confirmed Cases
Zhejiang,China,29.1832,120.0934,2020-02-04,829,Confirmed Cases
Hunan,China,27.6104,111.7088,2020-02-04,593,Confirmed Cases
Anhui,China,31.8257,117.2264,2020-02-04,480,Confirmed Cases
Jiangxi,China,27.614,115.7221,2020-02-04,476,Confirmed Cases
Shandong,China,36.3427,118.1498,2020-02-04,275,Confirmed Cases
Jiangsu,China,32.9711,119.455,2020-02-04,308,Confirmed Cases
Chongqing,China,30.0572,107.874,2020-02-04,366,Confirmed Cases
Sichuan,China,30.6171,102.7103,2020-02-04,282,Confirmed Cases
Heilongjiang,China,47.862,127.7615,2020-02-04,155,Confirmed Cases
Beijing,China,40.1824,116.4142,2020-02-04,228,Confirmed Cases
Shanghai,China,31.202,121.4491,2020-02-04,219,Confirmed Cases
Hebei,China,39.549,116.1306,2020-02-04,126,Confirmed Cases
Fujian,China,26.0789,117.9874,2020-02-04,194,Confirmed Cases
Guangxi,China,23.8298,108.7881,2020-02-04,139,Confirmed Cases
Shaanxi,China,35.1917,108.8701,2020-02-04,142,Confirmed Cases
Yunnan,China,24.974,101.487,2020-02-04,122,Confirmed Cases
Hainan,China,19.1959,109.7453,2020-02-04,80,Confirmed Cases
Guizhou,China,26.8154,106.8748,2020-02-04,58,Confirmed Cases
Tianjin,China,39.3054,117.323,2020-02-04,67,Confirmed Cases
Shanxi,China,37.5777,112.2922,2020-02-04,81,Confirmed Cases
Gansu,China,37.8099,101.0583,2020-02-04,57,Confirmed Cases
Hong Kong,China,22.3,114.2,2020-02-04,17,Confirmed Cases
Liaoning,China,41.2956,122.6085,2020-02-04,81,Confirmed Cases
Jilin,China,43.6661,126.1923,2020-02-04,42,Confirmed Cases
Xinjiang,China,41.1129,85.2401,2020-02-04,29,Confirmed Cases
Inner Mongolia,China,44.0935,113.9448,2020-02-04,35,Confirmed Cases
Ningxia,China,37.2692,106.1655,2020-02-04,34,Confirmed Cases
All,Taiwan*,23.7,121,2020-02-04,11,Confirmed Cases
All,Vietnam,16,108,2020-02-04,8,Confirmed Cases
All,Russia,60,90,2020-02-04,2,Confirmed Cases
Qinghai,China,35.7452,95.9956,2020-02-04,15,Confirmed Cases
Macau,China,22.1667,113.55,2020-02-04,10,Confirmed Cases
Tibet,China,31.6927,88.0924,2020-02-04,1,Confirmed Cases
United Kingdom,United Kingdom,55.3781,-3.436,2020-02-04,2,Confirmed Cases
All,Thailand,15,101,2020-02-05,25,Confirmed Cases
All,Japan,36,138,2020-02-05,22,Confirmed Cases
All,Singapore,1.2833,103.8333,2020-02-05,28,Confirmed Cases
All,Nepal,28.1667,84.25,2020-02-05,1,Confirmed Cases
All,Malaysia,2.5,112.5,2020-02-05,12,Confirmed Cases
British Columbia,Canada,49.2827,-123.1207,2020-02-05,2,Confirmed Cases
New South Wales,Australia,-33.8688,151.2093,2020-02-05,4,Confirmed Cases
Victoria,Australia,-37.8136,144.9631,2020-02-05,4,Confirmed Cases
Queensland,Australia,-28.0167,153.4,2020-02-05,3,Confirmed Cases
All,Cambodia,11.55,104.9167,2020-02-05,1,Confirmed Cases
All,Sri Lanka,7,81,2020-02-05,1,Confirmed Cases
All,Germany,51,9,2020-02-05,12,Confirmed Cases
All,Finland,64,26,2020-02-05,1,Confirmed Cases
All,United Arab Emirates,24,54,2020-02-05,5,Confirmed Cases
All,Philippines,13,122,2020-02-05,2,Confirmed Cases
All,India,21,78,2020-02-05,3,Confirmed Cases
All,Italy,43,12,2020-02-05,2,Confirmed Cases
All,Sweden,63,16,2020-02-05,1,Confirmed Cases
All,Spain,40,-4,2020-02-05,1,Confirmed Cases
South Australia,Australia,-34.9285,138.6007,2020-02-05,2,Confirmed Cases
All,Belgium,50.8333,4,2020-02-05,1,Confirmed Cases
Ontario,Canada,51.2538,-85.3232,2020-02-05,3,Confirmed Cases
Hubei,China,30.9756,112.2707,2020-02-05,19665,Confirmed Cases
All,"Korea, South",36,128,2020-02-05,19,Confirmed Cases
Guangdong,China,23.3417,113.4244,2020-02-05,895,Confirmed Cases
Henan,China,33.882,113.614,2020-02-05,764,Confirmed Cases
Zhejiang,China,29.1832,120.0934,2020-02-05,895,Confirmed Cases
Hunan,China,27.6104,111.7088,2020-02-05,661,Confirmed Cases
Anhui,China,31.8257,117.2264,2020-02-05,530,Confirmed Cases
Jiangxi,China,27.614,115.7221,2020-02-05,548,Confirmed Cases
Shandong,China,36.3427,118.1498,2020-02-05,307,Confirmed Cases
Jiangsu,China,32.9711,119.455,2020-02-05,341,Confirmed Cases
Chongqing,China,30.0572,107.874,2020-02-05,389,Confirmed Cases
Sichuan,China,30.6171,102.7103,2020-02-05,301,Confirmed Cases
Heilongjiang,China,47.862,127.7615,2020-02-05,190,Confirmed Cases
Beijing,China,40.1824,116.4142,2020-02-05,253,Confirmed Cases
Shanghai,China,31.202,121.4491,2020-02-05,243,Confirmed Cases
Hebei,China,39.549,116.1306,2020-02-05,135,Confirmed Cases
Fujian,China,26.0789,117.9874,2020-02-05,205,Confirmed Cases
Guangxi,China,23.8298,108.7881,2020-02-05,150,Confirmed Cases
Shaanxi,China,35.1917,108.8701,2020-02-05,165,Confirmed Cases
Yunnan,China,24.974,101.487,2020-02-05,128,Confirmed Cases
Hainan,China,19.1959,109.7453,2020-02-05,99,Confirmed Cases
Guizhou,China,26.8154,106.8748,2020-02-05,64,Confirmed Cases
Tianjin,China,39.3054,117.323,2020-02-05,69,Confirmed Cases
Shanxi,China,37.5777,112.2922,2020-02-05,81,Confirmed Cases
Gansu,China,37.8099,101.0583,2020-02-05,62,Confirmed Cases
Hong Kong,China,22.3,114.2,2020-02-05,21,Confirmed Cases
Liaoning,China,41.2956,122.6085,2020-02-05,89,Confirmed Cases
Jilin,China,43.6661,126.1923,2020-02-05,54,Confirmed Cases
Xinjiang,China,41.1129,85.2401,2020-02-05,32,Confirmed Cases
Inner Mongolia,China,44.0935,113.9448,2020-02-05,42,Confirmed Cases
Ningxia,China,37.2692,106.1655,2020-02-05,34,Confirmed Cases
All,Taiwan*,23.7,121,2020-02-05,11,Confirmed Cases
All,Vietnam,16,108,2020-02-05,8,Confirmed Cases
All,Russia,60,90,2020-02-05,2,Confirmed Cases
Qinghai,China,35.7452,95.9956,2020-02-05,17,Confirmed Cases
Macau,China,22.1667,113.55,2020-02-05,10,Confirmed Cases
Tibet,China,31.6927,88.0924,2020-02-05,1,Confirmed Cases
United Kingdom,United Kingdom,55.3781,-3.436,2020-02-05,2,Confirmed Cases
All,Thailand,15,101,2020-02-06,25,Confirmed Cases
All,Japan,36,138,2020-02-06,45,Confirmed Cases
All,Singapore,1.2833,103.8333,2020-02-06,28,Confirmed Cases
All,Nepal,28.1667,84.25,2020-02-06,1,Confirmed Cases
All,Malaysia,2.5,112.5,2020-02-06,12,Confirmed Cases
British Columbia,Canada,49.2827,-123.1207,2020-02-06,2,Confirmed Cases
New South Wales,Australia,-33.8688,151.2093,2020-02-06,4,Confirmed Cases
Victoria,Australia,-37.8136,144.9631,2020-02-06,4,Confirmed Cases
Queensland,Australia,-28.0167,153.4,2020-02-06,4,Confirmed Cases
All,Cambodia,11.55,104.9167,2020-02-06,1,Confirmed Cases
All,Sri Lanka,7,81,2020-02-06,1,Confirmed Cases
All,Germany,51,9,2020-02-06,12,Confirmed Cases
All,Finland,64,26,2020-02-06,1,Confirmed Cases
All,United Arab Emirates,24,54,2020-02-06,5,Confirmed Cases
All,Philippines,13,122,2020-02-06,2,Confirmed Cases
All,India,21,78,2020-02-06,3,Confirmed Cases
All,Italy,43,12,2020-02-06,2,Confirmed Cases
All,Sweden,63,16,2020-02-06,1,Confirmed Cases
All,Spain,40,-4,2020-02-06,1,Confirmed Cases
South Australia,Australia,-34.9285,138.6007,2020-02-06,2,Confirmed Cases
All,Belgium,50.8333,4,2020-02-06,1,Confirmed Cases
Ontario,Canada,51.2538,-85.3232,2020-02-06,3,Confirmed Cases
Hubei,China,30.9756,112.2707,2020-02-06,22112,Confirmed Cases
All,"Korea, South",36,128,2020-02-06,23,Confirmed Cases
Guangdong,China,23.3417,113.4244,2020-02-06,970,Confirmed Cases
Henan,China,33.882,113.614,2020-02-06,851,Confirmed Cases
Zhejiang,China,29.1832,120.0934,2020-02-06,954,Confirmed Cases
Hunan,China,27.6104,111.7088,2020-02-06,711,Confirmed Cases
Anhui,China,31.8257,117.2264,2020-02-06,591,Confirmed Cases
Jiangxi,China,27.614,115.7221,2020-02-06,600,Confirmed Cases
Shandong,China,36.3427,118.1498,2020-02-06,347,Confirmed Cases
Jiangsu,China,32.9711,119.455,2020-02-06,373,Confirmed Cases
Chongqing,China,30.0572,107.874,2020-02-06,411,Confirmed Cases
Sichuan,China,30.6171,102.7103,2020-02-06,321,Confirmed Cases
Heilongjiang,China,47.862,127.7615,2020-02-06,227,Confirmed Cases
