Subregion,Region,Lat,Long,Day,Count
Hong Kong,China,22.3,114.2,2020-02-23,2
Liaoning,China,41.2956,122.6085,2020-02-23,1
Jilin,China,43.6661,126.1923,2020-02-23,1
Xinjiang,China,41.1129,85.2401,2020-02-23,2
All,Taiwan*,23.7,121,2020-02-23,1
All,Japan,36,138,2020-02-24,1
All,Philippines,13,122,2020-02-24,1
Hubei,China,30.9756,112.2707,2020-02-24,2495
All,Iran,32,53,2020-02-24,12
All,"Korea, South",36,128,2020-02-24,8
France,France,46.2276,2.2137,2020-02-24,1
Guangdong,China,23.3417,113.4244,2020-02-24,6
Henan,China,33.882,113.614,2020-02-24,19
Zhejiang,China,29.1832,120.0934,2020-02-24,1
Hunan,China,27.6104,111.7088,2020-02-24,4
Anhui,China,31.8257,117.2264,2020-02-24,6
Jiangxi,China,27.614,115.7221,2020-02-24,1
Shandong,China,36.3427,118.1498,2020-02-24,5
Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-24,3
Chongqing,China,30.0572,107.874,2020-02-24,6
Sichuan,China,30.6171,102.7103,2020-02-24,3
Heilongjiang,China,47.862,127.7615,2020-02-24,12
Beijing,China,40.1824,116.4142,2020-02-24,4
Shanghai,China,31.202,121.4491,2020-02-24,3
Hebei,China,39.549,116.1306,2020-02-24,6
Fujian,China,26.0789,117.9874,2020-02-24,1
Guangxi,China,23.8298,108.7881,2020-02-24,2
Shaanxi,China,35.1917,108.8701,2020-02-24,1
Yunnan,China,24.974,101.487,2020-02-24,2
Hainan,China,19.1959,109.7453,2020-02-24,5
Guizhou,China,26.8154,106.8748,2020-02-24,2
Tianjin,China,39.3054,117.323,2020-02-24,3
Gansu,China,37.8099,101.0583,2020-02-24,2
Hong Kong,China,22.3,114.2,2020-02-24,2
Liaoning,China,41.2956,122.6085,2020-02-24,1
Jilin,China,43.6661,126.1923,2020-02-24,1
Xinjiang,China,41.1129,85.2401,2020-02-24,2
All,Taiwan*,23.7,121,2020-02-24,1
All,Japan,36,138,2020-02-25,1
All,Philippines,13,122,2020-02-25,1
Hubei,China,30.9756,112.2707,2020-02-25,2563
All,Iran,32,53,2020-02-25,16
All,"Korea, South",36,128,2020-02-25,10
France,France,46.2276,2.2137,2020-02-25,1
Guangdong,China,23.3417,113.4244,2020-02-25,7
Henan,China,33.882,113.614,2020-02-25,19
Zhejiang,China,29.1832,120.0934,2020-02-25,1
Hunan,China,27.6104,111.7088,2020-02-25,4
Anhui,China,31.8257,117.2264,2020-02-25,6
Jiangxi,China,27.614,115.7221,2020-02-25,1
Shandong,China,36.3427,118.1498,2020-02-25,6
Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-25,3
Chongqing,China,30.0572,107.874,2020-02-25,6
Sichuan,China,30.6171,102.7103,2020-02-25,3
Heilongjiang,China,47.862,127.7615,2020-02-25,12
Beijing,China,40.1824,116.4142,2020-02-25,4
Shanghai,China,31.202,121.4491,2020-02-25,3
Hebei,China,39.549,116.1306,2020-02-25,6
Fujian,China,26.0789,117.9874,2020-02-25,1
Guangxi,China,23.8298,108.7881,2020-02-25,2
Shaanxi,China,35.1917,108.8701,2020-02-25,1
Yunnan,China,24.974,101.487,2020-02-25,2
Hainan,China,19.1959,109.7453,2020-02-25,5
Guizhou,China,26.8154,106.8748,2020-02-25,2
Tianjin,China,39.3054,117.323,2020-02-25,3
Gansu,China,37.8099,101.0583,2020-02-25,2
Hong Kong,China,22.3,114.2,2020-02-25,2
Liaoning,China,41.2956,122.6085,2020-02-25,1
Jilin,China,43.6661,126.1923,2020-02-25,1
Xinjiang,China,41.1129,85.2401,2020-02-25,2
All,Taiwan*,23.7,121,2020-02-25,1
All,Japan,36,138,2020-02-26,2
All,Philippines,13,122,2020-02-26,1
Hubei,China,30.9756,112.2707,2020-02-26,2615
All,Iran,32,53,2020-02-26,19
All,"Korea, South",36,128,2020-02-26,12
France,France,46.2276,2.2137,2020-02-26,2
Guangdong,China,23.3417,113.4244,2020-02-26,7
Henan,China,33.882,113.614,2020-02-26,19
Zhejiang,China,29.1832,120.0934,2020-02-26,1
Hunan,China,27.6104,111.7088,2020-02-26,4
Anhui,China,31.8257,117.2264,2020-02-26,6
Jiangxi,China,27.614,115.7221,2020-02-26,1
Shandong,China,36.3427,118.1498,2020-02-26,6
Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-26,4
Chongqing,China,30.0572,107.874,2020-02-26,6
Sichuan,China,30.6171,102.7103,2020-02-26,3
Heilongjiang,China,47.862,127.7615,2020-02-26,12
Beijing,China,40.1824,116.4142,2020-02-26,4
Shanghai,China,31.202,121.4491,2020-02-26,3
Hebei,China,39.549,116.1306,2020-02-26,6
Fujian,China,26.0789,117.9874,2020-02-26,1
Guangxi,China,23.8298,108.7881,2020-02-26,2
Shaanxi,China,35.1917,108.8701,2020-02-26,1
Yunnan,China,24.974,101.487,2020-02-26,2
Hainan,China,19.1959,109.7453,2020-02-26,5
Guizhou,China,26.8154,106.8748,2020-02-26,2
Tianjin,China,39.3054,117.323,2020-02-26,3
Gansu,China,37.8099,101.0583,2020-02-26,2
Hong Kong,China,22.3,114.2,2020-02-26,2
Liaoning,China,41.2956,122.6085,2020-02-26,1
Jilin,China,43.6661,126.1923,2020-02-26,1
Xinjiang,China,41.1129,85.2401,2020-02-26,2
All,Taiwan*,23.7,121,2020-02-26,1
All,Japan,36,138,2020-02-27,4
All,Philippines,13,122,2020-02-27,1
Hubei,China,30.9756,112.2707,2020-02-27,2641
All,Iran,32,53,2020-02-27,26
All,"Korea, South",36,128,2020-02-27,13
France,France,46.2276,2.2137,2020-02-27,2
Guangdong,China,23.3417,113.4244,2020-02-27,7
Henan,China,33.882,113.614,2020-02-27,20
Zhejiang,China,29.1832,120.0934,2020-02-27,1
Hunan,China,27.6104,111.7088,2020-02-27,4
Anhui,China,31.8257,117.2264,2020-02-27,6
Jiangxi,China,27.614,115.7221,2020-02-27,1
Shandong,China,36.3427,118.1498,2020-02-27,6
Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-27,4
Chongqing,China,30.0572,107.874,2020-02-27,6
Sichuan,China,30.6171,102.7103,2020-02-27,3
Heilongjiang,China,47.862,127.7615,2020-02-27,13
Beijing,China,40.1824,116.4142,2020-02-27,5
Shanghai,China,31.202,121.4491,2020-02-27,3
Hebei,China,39.549,116.1306,2020-02-27,6
Fujian,China,26.0789,117.9874,2020-02-27,1
Guangxi,China,23.8298,108.7881,2020-02-27,2
Shaanxi,China,35.1917,108.8701,2020-02-27,1
Yunnan,China,24.974,101.487,2020-02-27,2
Hainan,China,19.1959,109.7453,2020-02-27,5
Guizhou,China,26.8154,106.8748,2020-02-27,2
Tianjin,China,39.3054,117.323,2020-02-27,3
Gansu,China,37.8099,101.0583,2020-02-27,2
Hong Kong,China,22.3,114.2,2020-02-27,2
Liaoning,China,41.2956,122.6085,2020-02-27,1
Jilin,China,43.6661,126.1923,2020-02-27,1
Xinjiang,China,41.1129,85.2401,2020-02-27,2
All,Taiwan*,23.7,121,2020-02-27,1
All,Japan,36,138,2020-02-28,4
All,Philippines,13,122,2020-02-28,1
Hubei,China,30.9756,112.2707,2020-02-28,2682
All,Iran,32,53,2020-02-28,34
All,"Korea, South",36,128,2020-02-28,13
France,France,46.2276,2.2137,2020-02-28,2
Guangdong,China,23.3417,113.4244,2020-02-28,7
Henan,China,33.882,113.614,2020-02-28,20
Zhejiang,China,29.1832,120.0934,2020-02-28,1
Hunan,China,27.6104,111.7088,2020-02-28,4
Anhui,China,31.8257,117.2264,2020-02-28,6
Jiangxi,China,27.614,115.7221,2020-02-28,1
Shandong,China,36.3427,118.1498,2020-02-28,6
Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-28,6
Chongqing,China,30.0572,107.874,2020-02-28,6
Sichuan,China,30.6171,102.7103,2020-02-28,3
Heilongjiang,China,47.862,127.7615,2020-02-28,13
Beijing,China,40.1824,116.4142,2020-02-28,7
Shanghai,China,31.202,121.4491,2020-02-28,3
Hebei,China,39.549,116.1306,2020-02-28,6
Fujian,China,26.0789,117.9874,2020-02-28,1
Guangxi,China,23.8298,108.7881,2020-02-28,2
Shaanxi,China,35.1917,108.8701,2020-02-28,1
Yunnan,China,24.974,101.487,2020-02-28,2
Hainan,China,19.1959,109.7453,2020-02-28,5
Guizhou,China,26.8154,106.8748,2020-02-28,2
Tianjin,China,39.3054,117.323,2020-02-28,3
Gansu,China,37.8099,101.0583,2020-02-28,2
Hong Kong,China,22.3,114.2,2020-02-28,2
Liaoning,China,41.2956,122.6085,2020-02-28,1
Jilin,China,43.6661,126.1923,2020-02-28,1
Xinjiang,China,41.1129,85.2401,2020-02-28,3
All,Taiwan*,23.7,121,2020-02-28,1
All,Japan,36,138,2020-02-29,5
All,Philippines,13,122,2020-02-29,1
Hubei,China,30.9756,112.2707,2020-02-29,2727
All,Iran,32,53,2020-02-29,43
All,"Korea, South",36,128,2020-02-29,16
France,France,46.2276,2.2137,2020-02-29,2
Guangdong,China,23.3417,113.4244,2020-02-29,7
Henan,China,33.882,113.614,2020-02-29,21
Zhejiang,China,29.1832,120.0934,2020-02-29,1
Hunan,China,27.6104,111.7088,2020-02-29,4
Anhui,China,31.8257,117.2264,2020-02-29,6
Jiangxi,China,27.614,115.7221,2020-02-29,1
Shandong,China,36.3427,118.1498,2020-02-29,6
Diamond Princess,Cruise Ship,35.4437,139.638,2020-02-29,6
Chongqing,China,30.0572,107.874,2020-02-29,6
Sichuan,China,30.6171,102.7103,2020-02-29,3
Heilongjiang,China,47.862,127.7615,2020-02-29,13
Beijing,China,40.1824,116.4142,2020-02-29,8
Shanghai,China,31.202,121.4491,2020-02-29,3
Hebei,China,39.549,116.1306,2020-02-29,6
Fujian,China,26.0789,117.9874,2020-02-29,1
Guangxi,China,23.8298,108.7881,2020-02-29,2
Shaanxi,China,35.1917,108.8701,2020-02-29,1
Yunnan,China,24.974,101.487,2020-02-29,2
Hainan,China,19.1959,109.7453,2020-02-29,5
Guizhou,China,26.8154,106.8748,2020-02-29,2
Tianjin,China,39.3054,117.323,2020-02-29,3
Gansu,China,37.8099,101.0583,2020-02-29,2
Hong Kong,China,22.3,114.2,2020-02-29,2
Liaoning,China,41.2956,122.6085,2020-02-29,1
Jilin,China,43.6661,126.1923,2020-02-29,1
Xinjiang,China,41.1129,85.2401,2020-02-29,3
All,Taiwan*,23.7,121,2020-02-29,1
All,Thailand,15,101,2020-03-01,1
All,Japan,36,138,2020-03-01,6
All,Philippines,13,122,2020-03-01,1
Western Australia,Australia,-31.9505,115.8605,2020-03-01,1
Hubei,China,30.9756,112.2707,2020-03-01,2761
All,Iran,32,53,2020-03-01,54
All,"Korea, South",36,128,2020-03-01,17
France,France,46.2276,2.2137,2020-03-01,2
Guangdong,China,23.3417,113.4244,2020-03-01,7
Henan,China,33.882,113.614,2020-03-01,22
Zhejiang,China,29.1832,120.0934,2020-03-01,1
Hunan,China,27.6104,111.7088,2020-03-01,4
Anhui,China,31.8257,117.2264,2020-03-01,6
Jiangxi,China,27.614,115.7221,2020-03-01,1
Shandong,China,36.3427,118.1498,2020-03-01,6
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-01,6
Chongqing,China,30.0572,107.874,2020-03-01,6
Sichuan,China,30.6171,102.7103,2020-03-01,3
Heilongjiang,China,47.862,127.7615,2020-03-01,13
Beijing,China,40.1824,116.4142,2020-03-01,8
Shanghai,China,31.202,121.4491,2020-03-01,3
Hebei,China,39.549,116.1306,2020-03-01,6
Fujian,China,26.0789,117.9874,2020-03-01,1
Guangxi,China,23.8298,108.7881,2020-03-01,2
Shaanxi,China,35.1917,108.8701,2020-03-01,1
Yunnan,China,24.974,101.487,2020-03-01,2
Hainan,China,19.1959,109.7453,2020-03-01,5
Guizhou,China,26.8154,106.8748,2020-03-01,2
Tianjin,China,39.3054,117.323,2020-03-01,3
Gansu,China,37.8099,101.0583,2020-03-01,2
Hong Kong,China,22.3,114.2,2020-03-01,2
Liaoning,China,41.2956,122.6085,2020-03-01,1
Jilin,China,43.6661,126.1923,2020-03-01,1
Xinjiang,China,41.1129,85.2401,2020-03-01,3
All,Taiwan*,23.7,121,2020-03-01,1
All,Thailand,15,101,2020-03-02,1
All,Japan,36,138,2020-03-02,6
All,Philippines,13,122,2020-03-02,1
Western Australia,Australia,-31.9505,115.8605,2020-03-02,1
Hubei,China,30.9756,112.2707,2020-03-02,2803
All,Iran,32,53,2020-03-02,66
All,"Korea, South",36,128,2020-03-02,28
France,France,46.2276,2.2137,2020-03-02,3
Guangdong,China,23.3417,113.4244,2020-03-02,7
Henan,China,33.882,113.614,2020-03-02,22
Zhejiang,China,29.1832,120.0934,2020-03-02,1
Hunan,China,27.6104,111.7088,2020-03-02,4
Anhui,China,31.8257,117.2264,2020-03-02,6
Jiangxi,China,27.614,115.7221,2020-03-02,1
Shandong,China,36.3427,118.1498,2020-03-02,6
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-02,6
Chongqing,China,30.0572,107.874,2020-03-02,6
Sichuan,China,30.6171,102.7103,2020-03-02,3
Heilongjiang,China,47.862,127.7615,2020-03-02,13
Beijing,China,40.1824,116.4142,2020-03-02,8
Shanghai,China,31.202,121.4491,2020-03-02,3
Hebei,China,39.549,116.1306,2020-03-02,6
Fujian,China,26.0789,117.9874,2020-03-02,1
Guangxi,China,23.8298,108.7881,2020-03-02,2
Shaanxi,China,35.1917,108.8701,2020-03-02,1
Yunnan,China,24.974,101.487,2020-03-02,2
Hainan,China,19.1959,109.7453,2020-03-02,5
Guizhou,China,26.8154,106.8748,2020-03-02,2
Tianjin,China,39.3054,117.323,2020-03-02,3
Gansu,China,37.8099,101.0583,2020-03-02,2
Hong Kong,China,22.3,114.2,2020-03-02,2
Liaoning,China,41.2956,122.6085,2020-03-02,1
Jilin,China,43.6661,126.1923,2020-03-02,1
Xinjiang,China,41.1129,85.2401,2020-03-02,3
All,Taiwan*,23.7,121,2020-03-02,1
All,Thailand,15,101,2020-03-03,1
All,Japan,36,138,2020-03-03,6
All,Philippines,13,122,2020-03-03,1
All,Spain,40,-4,2020-03-03,1
All,San Marino,43.9424,12.4578,2020-03-03,1
Western Australia,Australia,-31.9505,115.8605,2020-03-03,1
Hubei,China,30.9756,112.2707,2020-03-03,2835
All,Iran,32,53,2020-03-03,77
All,"Korea, South",36,128,2020-03-03,28
France,France,46.2276,2.2137,2020-03-03,4
Guangdong,China,23.3417,113.4244,2020-03-03,7
Henan,China,33.882,113.614,2020-03-03,22
Zhejiang,China,29.1832,120.0934,2020-03-03,1
Hunan,China,27.6104,111.7088,2020-03-03,4
Anhui,China,31.8257,117.2264,2020-03-03,6
Jiangxi,China,27.614,115.7221,2020-03-03,1
Shandong,China,36.3427,118.1498,2020-03-03,6
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-03,6
Chongqing,China,30.0572,107.874,2020-03-03,6
Sichuan,China,30.6171,102.7103,2020-03-03,3
Heilongjiang,China,47.862,127.7615,2020-03-03,13
Beijing,China,40.1824,116.4142,2020-03-03,8
Shanghai,China,31.202,121.4491,2020-03-03,3
Hebei,China,39.549,116.1306,2020-03-03,6
Fujian,China,26.0789,117.9874,2020-03-03,1
Guangxi,China,23.8298,108.7881,2020-03-03,2
Shaanxi,China,35.1917,108.8701,2020-03-03,1
Yunnan,China,24.974,101.487,2020-03-03,2
Hainan,China,19.1959,109.7453,2020-03-03,5
Guizhou,China,26.8154,106.8748,2020-03-03,2
Tianjin,China,39.3054,117.323,2020-03-03,3
Gansu,China,37.8099,101.0583,2020-03-03,2
Hong Kong,China,22.3,114.2,2020-03-03,2
Liaoning,China,41.2956,122.6085,2020-03-03,1
Jilin,China,43.6661,126.1923,2020-03-03,1
Xinjiang,China,41.1129,85.2401,2020-03-03,3
Inner Mongolia,China,44.0935,113.9448,2020-03-03,1
All,Taiwan*,23.7,121,2020-03-03,1
All,Thailand,15,101,2020-03-04,1
All,Japan,36,138,2020-03-04,6
New South Wales,Australia,-33.8688,151.2093,2020-03-04,1
All,Philippines,13,122,2020-03-04,1
All,Spain,40,-4,2020-03-04,2
All,Iraq,33,44,2020-03-04,2
All,San Marino,43.9424,12.4578,2020-03-04,1
Western Australia,Australia,-31.9505,115.8605,2020-03-04,1
Hubei,China,30.9756,112.2707,2020-03-04,2871
All,Iran,32,53,2020-03-04,92
All,"Korea, South",36,128,2020-03-04,35
France,France,46.2276,2.2137,2020-03-04,4
Guangdong,China,23.3417,113.4244,2020-03-04,7
Henan,China,33.882,113.614,2020-03-04,22
Zhejiang,China,29.1832,120.0934,2020-03-04,1
Hunan,China,27.6104,111.7088,2020-03-04,4
Anhui,China,31.8257,117.2264,2020-03-04,6
Jiangxi,China,27.614,115.7221,2020-03-04,1
Shandong,China,36.3427,118.1498,2020-03-04,6
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-04,6
Chongqing,China,30.0572,107.874,2020-03-04,6
Sichuan,China,30.6171,102.7103,2020-03-04,3
Heilongjiang,China,47.862,127.7615,2020-03-04,13
Beijing,China,40.1824,116.4142,2020-03-04,8
Shanghai,China,31.202,121.4491,2020-03-04,3
Hebei,China,39.549,116.1306,2020-03-04,6
Fujian,China,26.0789,117.9874,2020-03-04,1
Guangxi,China,23.8298,108.7881,2020-03-04,2
Shaanxi,China,35.1917,108.8701,2020-03-04,1
Yunnan,China,24.974,101.487,2020-03-04,2
Hainan,China,19.1959,109.7453,2020-03-04,5
Guizhou,China,26.8154,106.8748,2020-03-04,2
Tianjin,China,39.3054,117.323,2020-03-04,3
Gansu,China,37.8099,101.0583,2020-03-04,2
Hong Kong,China,22.3,114.2,2020-03-04,2
Liaoning,China,41.2956,122.6085,2020-03-04,1
Jilin,China,43.6661,126.1923,2020-03-04,1
Xinjiang,China,41.1129,85.2401,2020-03-04,3
Inner Mongolia,China,44.0935,113.9448,2020-03-04,1
All,Taiwan*,23.7,121,2020-03-04,1
All,Thailand,15,101,2020-03-05,1
All,Japan,36,138,2020-03-05,6
New South Wales,Australia,-33.8688,151.2093,2020-03-05,1
All,Philippines,13,122,2020-03-05,1
All,Spain,40,-4,2020-03-05,3
All,Iraq,33,44,2020-03-05,2
All,Switzerland,46.8182,8.2275,2020-03-05,1
All,San Marino,43.9424,12.4578,2020-03-05,1
Western Australia,Australia,-31.9505,115.8605,2020-03-05,1
Hubei,China,30.9756,112.2707,2020-03-05,2902
All,Iran,32,53,2020-03-05,107
All,"Korea, South",36,128,2020-03-05,35
France,France,46.2276,2.2137,2020-03-05,6
Guangdong,China,23.3417,113.4244,2020-03-05,7
Henan,China,33.882,113.614,2020-03-05,22
Zhejiang,China,29.1832,120.0934,2020-03-05,1
Hunan,China,27.6104,111.7088,2020-03-05,4
Anhui,China,31.8257,117.2264,2020-03-05,6
Jiangxi,China,27.614,115.7221,2020-03-05,1
Shandong,China,36.3427,118.1498,2020-03-05,6
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-05,6
Chongqing,China,30.0572,107.874,2020-03-05,6
Sichuan,China,30.6171,102.7103,2020-03-05,3
Heilongjiang,China,47.862,127.7615,2020-03-05,13
Beijing,China,40.1824,116.4142,2020-03-05,8
Shanghai,China,31.202,121.4491,2020-03-05,3
Hebei,China,39.549,116.1306,2020-03-05,6
Fujian,China,26.0789,117.9874,2020-03-05,1
Guangxi,China,23.8298,108.7881,2020-03-05,2
Shaanxi,China,35.1917,108.8701,2020-03-05,1
Yunnan,China,24.974,101.487,2020-03-05,2
Hainan,China,19.1959,109.7453,2020-03-05,6
Guizhou,China,26.8154,106.8748,2020-03-05,2
Tianjin,China,39.3054,117.323,2020-03-05,3
Gansu,China,37.8099,101.0583,2020-03-05,2
Hong Kong,China,22.3,114.2,2020-03-05,2
Liaoning,China,41.2956,122.6085,2020-03-05,1
Jilin,China,43.6661,126.1923,2020-03-05,1
Xinjiang,China,41.1129,85.2401,2020-03-05,3
Inner Mongolia,China,44.0935,113.9448,2020-03-05,1
All,Taiwan*,23.7,121,2020-03-05,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-05,1
All,Thailand,15,101,2020-03-06,1
All,Japan,36,138,2020-03-06,6
New South Wales,Australia,-33.8688,151.2093,2020-03-06,1
All,Philippines,13,122,2020-03-06,1
All,Spain,40,-4,2020-03-06,5
All,Iraq,33,44,2020-03-06,3
All,Switzerland,46.8182,8.2275,2020-03-06,1
All,Netherlands,52.1326,5.2913,2020-03-06,1
All,San Marino,43.9424,12.4578,2020-03-06,1
Western Australia,Australia,-31.9505,115.8605,2020-03-06,1
Hubei,China,30.9756,112.2707,2020-03-06,2931
All,Iran,32,53,2020-03-06,124
All,"Korea, South",36,128,2020-03-06,42
France,France,46.2276,2.2137,2020-03-06,9
Guangdong,China,23.3417,113.4244,2020-03-06,7
Henan,China,33.882,113.614,2020-03-06,22
Zhejiang,China,29.1832,120.0934,2020-03-06,1
Hunan,China,27.6104,111.7088,2020-03-06,4
Anhui,China,31.8257,117.2264,2020-03-06,6
Jiangxi,China,27.614,115.7221,2020-03-06,1
Shandong,China,36.3427,118.1498,2020-03-06,6
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-06,6
Chongqing,China,30.0572,107.874,2020-03-06,6
Sichuan,China,30.6171,102.7103,2020-03-06,3
Heilongjiang,China,47.862,127.7615,2020-03-06,13
Beijing,China,40.1824,116.4142,2020-03-06,8
Shanghai,China,31.202,121.4491,2020-03-06,3
Hebei,China,39.549,116.1306,2020-03-06,6
Fujian,China,26.0789,117.9874,2020-03-06,1
Guangxi,China,23.8298,108.7881,2020-03-06,2
Shaanxi,China,35.1917,108.8701,2020-03-06,1
Yunnan,China,24.974,101.487,2020-03-06,2
Hainan,China,19.1959,109.7453,2020-03-06,6
Guizhou,China,26.8154,106.8748,2020-03-06,2
Tianjin,China,39.3054,117.323,2020-03-06,3
Gansu,China,37.8099,101.0583,2020-03-06,2
Hong Kong,China,22.3,114.2,2020-03-06,2
Liaoning,China,41.2956,122.6085,2020-03-06,1
Jilin,China,43.6661,126.1923,2020-03-06,1
Xinjiang,China,41.1129,85.2401,2020-03-06,3
Inner Mongolia,China,44.0935,113.9448,2020-03-06,1
All,Taiwan*,23.7,121,2020-03-06,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-06,2
All,Thailand,15,101,2020-03-07,1
All,Japan,36,138,2020-03-07,6
New South Wales,Australia,-33.8688,151.2093,2020-03-07,1
All,Philippines,13,122,2020-03-07,1
All,Spain,40,-4,2020-03-07,10
All,Iraq,33,44,2020-03-07,4
All,Switzerland,46.8182,8.2275,2020-03-07,1
All,Netherlands,52.1326,5.2913,2020-03-07,1
All,San Marino,43.9424,12.4578,2020-03-07,1
Western Australia,Australia,-31.9505,115.8605,2020-03-07,1
Hubei,China,30.9756,112.2707,2020-03-07,2959
All,Iran,32,53,2020-03-07,145
All,"Korea, South",36,128,2020-03-07,44
France,France,46.2276,2.2137,2020-03-07,11
Guangdong,China,23.3417,113.4244,2020-03-07,7
Henan,China,33.882,113.614,2020-03-07,22
Zhejiang,China,29.1832,120.0934,2020-03-07,1
Hunan,China,27.6104,111.7088,2020-03-07,4
Anhui,China,31.8257,117.2264,2020-03-07,6
Jiangxi,China,27.614,115.7221,2020-03-07,1
Shandong,China,36.3427,118.1498,2020-03-07,6
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-07,6
Chongqing,China,30.0572,107.874,2020-03-07,6
Sichuan,China,30.6171,102.7103,2020-03-07,3
Heilongjiang,China,47.862,127.7615,2020-03-07,13
Beijing,China,40.1824,116.4142,2020-03-07,8
Shanghai,China,31.202,121.4491,2020-03-07,3
Hebei,China,39.549,116.1306,2020-03-07,6
Fujian,China,26.0789,117.9874,2020-03-07,1
Guangxi,China,23.8298,108.7881,2020-03-07,2
Shaanxi,China,35.1917,108.8701,2020-03-07,1
Yunnan,China,24.974,101.487,2020-03-07,2
Hainan,China,19.1959,109.7453,2020-03-07,6
Guizhou,China,26.8154,106.8748,2020-03-07,2
Tianjin,China,39.3054,117.323,2020-03-07,3
Gansu,China,37.8099,101.0583,2020-03-07,2
Hong Kong,China,22.3,114.2,2020-03-07,2
Liaoning,China,41.2956,122.6085,2020-03-07,1
Jilin,China,43.6661,126.1923,2020-03-07,1
Xinjiang,China,41.1129,85.2401,2020-03-07,3
Inner Mongolia,China,44.0935,113.9448,2020-03-07,1
All,Taiwan*,23.7,121,2020-03-07,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-07,2
All,Thailand,15,101,2020-03-08,1
All,Japan,36,138,2020-03-08,6
New South Wales,Australia,-33.8688,151.2093,2020-03-08,2
All,Philippines,13,122,2020-03-08,1
All,Spain,40,-4,2020-03-08,17
All,Egypt,26,30,2020-03-08,1
All,Iraq,33,44,2020-03-08,6
All,Switzerland,46.8182,8.2275,2020-03-08,2
All,Netherlands,52.1326,5.2913,2020-03-08,3
All,San Marino,43.9424,12.4578,2020-03-08,1
Western Australia,Australia,-31.9505,115.8605,2020-03-08,1
All,Argentina,-38.4161,-63.6167,2020-03-08,1
Hubei,China,30.9756,112.2707,2020-03-08,2986
All,Iran,32,53,2020-03-08,194
All,"Korea, South",36,128,2020-03-08,50
France,France,46.2276,2.2137,2020-03-08,19
Guangdong,China,23.3417,113.4244,2020-03-08,7
Henan,China,33.882,113.614,2020-03-08,22
Zhejiang,China,29.1832,120.0934,2020-03-08,1
Hunan,China,27.6104,111.7088,2020-03-08,4
Anhui,China,31.8257,117.2264,2020-03-08,6
Jiangxi,China,27.614,115.7221,2020-03-08,1
Shandong,China,36.3427,118.1498,2020-03-08,6
Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-08,6
Chongqing,China,30.0572,107.874,2020-03-08,6
Sichuan,China,30.6171,102.7103,2020-03-08,3
Heilongjiang,China,47.862,127.7615,2020-03-08,13
Beijing,China,40.1824,116.4142,2020-03-08,8
Shanghai,China,31.202,121.4491,2020-03-08,3
Hebei,China,39.549,116.1306,2020-03-08,6
Fujian,China,26.0789,117.9874,2020-03-08,1
Guangxi,China,23.8298,108.7881,2020-03-08,2
Shaanxi,China,35.1917,108.8701,2020-03-08,1
Yunnan,China,24.974,101.487,2020-03-08,2
Hainan,China,19.1959,109.7453,2020-03-08,6
Guizhou,China,26.8154,106.8748,2020-03-08,2
Tianjin,China,39.3054,117.323,2020-03-08,3
Gansu,China,37.8099,101.0583,2020-03-08,2
Hong Kong,China,22.3,114.2,2020-03-08,3
Liaoning,China,41.2956,122.6085,2020-03-08,1
Jilin,China,43.6661,126.1923,2020-03-08,1
Xinjiang,China,41.1129,85.2401,2020-03-08,3
Inner Mongolia,China,44.0935,113.9448,2020-03-08,1
All,Taiwan*,23.7,121,2020-03-08,1
United Kingdom,United Kingdom,55.3781,-3.436,2020-03-08,3
All,Thailand,15,101,2020-03-09,1
All,Japan,36,138,2020-03-09,10
British Columbia,Canada,49.2827,-123.1207,2020-03-09,1
New South Wales,Australia,-33.8688,151.2093,2020-03-09,2
All,Germany,51,9,2020-03-09,2
All,Philippines,13,122,2020-03-09,1
All,Spain,40,-4,2020-03-09,28
All,Egypt,26,30,2020-03-09,1
All,Iraq,33,44,2020-03-09,6
All,Switzerland,46.8182,8.2275,2020-03-09,2
All,Netherlands,52.1326,5.2913,2020-03-09,3
All,San Marino,43.9424,12.4578,2020-03-09,1
Western Australia,Australia,-31.9505,115.8605,2020-03-09,1
All,Argentina,-38.4161,-63.6167,2020-03-09,1
Hubei,China,30.9756,112.2707,2020-03-09,3008
All,Iran,32,53,2020-03-09,237
All,"Korea, South",36,128,2020-03-09,53
France,France,46.2276,2.2137,2020-03-09,19
Guangdong,China,23.3417,113.4244,2020-03-09,8
Henan,China,33.882,113.614,2020-03-09,22
Zhejiang,China,29.1832,120.0934,2020-03-09,1
